area,name,tel,address,hp,type,hours,closed_days,comment,other,map,source_association,website
kanagawa,ワダダンス学院,045-543-8715,〒223-0052　神奈川県横浜市港北区綱島東1-6-15天屋ビル4F,,社交ダンス教室,,,,,,Let's dance,
osaka,日野ダンスアカデミー,06-6885-9048,〒532-0011　大阪府大阪市淀川区西中島3-20-9 中島ビル3F,,社交ダンス教室,,,,,,Let's dance,
osaka,丸山ダンススクール谷四教室,06-6943-8225,〒540-0012　大阪府大阪市中央区谷町3-6-7サンリットビル5F,,社交ダンス教室,,,,,,Let's dance,
osaka,桜井ダンスアカデミー,06-6949-0033,〒540-0012　大阪府大阪市中央区谷町2-3-2森居幸ビル7・8F,,社交ダンス教室,,,,,,Let's dance,
osaka,ダンススポットシャングリ・ラ,06-6942-5672,〒540-0012　大阪府大阪市中央区谷町1-2-6 京阪谷町ビル4F,,社交ダンス教室,,,,,,Let's dance,
ibaraki,ダンス&ブティック ごとう,0294-35-5181,〒316-0003　茨城県日立市多賀町2-1-6　コットンプルビル1F,,ショップ,,,,,,Let's dance,
yamaguchi,寺内Social&Ballroomダンススクール,0827-23-3510,〒740-0018　山口県岩国市麻里布町6丁目7-24　つしみビル2F,,社交ダンス教室,,,,,,Let's dance,
osaka,菅体ホール,06-6326-0908,〒533-0022　大阪府大阪市東淀川区菅原4-5-25　松下ビル4F,,ホール/練習場,,,,,,Let's dance,
osaka,大阪 住之江クラブ,06-6777-2220,〒559-0024　大阪府大阪市住之江区新北島5-3-1　大綱ビル4F,,社交ダンス教室/練習場,,,,,,Let's dance,
osaka,谷町ダンススクール,06-6945-9288,〒540-0027　大阪府大阪市中央区鎗屋町1-3-6ヤリマチビル2F,,社交ダンス教室,,,,,,Let's dance,
osaka,竹川流呼吸法&スーパーダンス,06-6975-0093,〒537-0024　大阪府大阪市東成区東小橋3-15-4　中日ビル6F,,社交ダンス教室,,,,,,Let's dance,
osaka,鳥居ダンススクール梅田教室,06-6147-8686,〒530-0012　大阪府大阪市北区芝田2丁目9-17　マエダビル6F,,社交ダンス教室,,,,,,Let's dance,
hokkaido,ダンススタジオMAM,0155-29-4072,北海道帯広市公園東町4丁目4番地3 パークイースト1階,,社交ダンス教室,,,JBDF,,,JBDF,
kanagawa,小浜ダンスプラザ,0467-86-9511,〒253-0041　神奈川県茅ヶ崎市茅ヶ崎1-2‐62フジケンビル3F,,社交ダンス教室,,,,,,Let's dance,
aichi,ABCダンス教室,052-935-8875,〒461-0005　愛知県名古屋市東区東桜2-22-5朝日第2ビル3F,,社交ダンス教室,,,,,,Let's dance,
kanagawa,ツチヤダンスガーデン,044-822-3242,〒213-0002　神奈川県川崎市高津区二子5-2-1中興・2ビル5階,,社交ダンス教室,,,,,,Let's dance,
kanagawa,青柳ダンスアカデミー,044-812-2133,〒213-0001　神奈川県川崎市高津区溝口4-1-3 T.Iビル5F,,社交ダンス教室,,,,,,Let's dance,
okinawa,タマキダンスアカデミー,098-892-5295,〒901-2203　沖縄県宜野湾市野嵩1-5-18ファミールタマキ2F,,社交ダンス教室,,,,,,Let's dance,
kanagawa,オオキダンススタジオ,042-758-6181,〒229-0033　神奈川県相模原市鹿沼台2‐22‐1ハーバルビル4F,,社交ダンス教室,,,,,,Let's dance,
okinawa,A・Kダンスインターナショナル,098-868-8377,〒900-0003　沖縄県那覇市安謝1丁目22-38　かふうBL205,,社交ダンス教室,,,,,,Let's dance,
kanagawa,DANCE PATIO T&T ダンスパティオ,042-769-1289,〒229-0004　神奈川県相模原市古淵1-8-12T&T第一ビル3F,,社交ダンス教室,,,,,,Let's dance,
hyogo,ダンススタジオザウェーブ,078-251-3346,〒651-0097　兵庫県神戸市中央区布引町3-1-8日米珈琲ビル4F,,社交ダンス教室,,,,,,Let's dance,
ishikawa,ダンススタジオミヤザキ,076-259-1496,石川県金沢市窪6-245-1トレンディ伏見台102号室,,社交ダンス教室,,,,,,JBDF,
hyogo,クニヒロダンススタジオ,078-411-2266,〒658-0072　兵庫県神戸市東灘区岡本1-3-25クニヒロビル5F,,社交ダンス教室,,,,,,Let's dance,
hyogo,ソシアルダンス・カトルセゾン,078-995-8261,〒673-0891　兵庫県明石市大明石町1-6-16 SYB21-2F,,社交ダンス教室,,,,,,Let's dance,
hyogo,ダンススタジオSwing,078-704-3232,〒655-0028　兵庫県神戸市垂水区宮本町3-29　ロイヤル垂水2F,,社交ダンス教室,,,,,,Let's dance,
osaka,スターダンス・スクール,06-6941-3732,大阪府大阪市中央区谷町1-3-19大手前エストビル７Ｆ,,社交ダンス教室,,,,,,JBDF,
aichi,古田ダンス教室,052-242-2330,〒460-0012　愛知県名古屋市中区千代田5-20-10文岡ビル3F,,社交ダンス教室,,,,,,Let's dance,
chiba,早川ダンススタジオ,043-246-3866,〒261-0004　千葉県千葉市美浜区高洲1-16-55 羽鳥ビル2F,,社交ダンス教室,,,,,,Let's dance,
hokkaido,Kashiwaダンスワールド,0144-33-3710,〒053-0022　北海道苫小牧市表町1丁目3-24 ワールドビル3F,,社交ダンス教室,,,,,,Let's dance,
osaka,ＹＭダンス教室,06-6647-6926,大阪府大阪市中央区難波4-3-15KABUKIビル3階,,社交ダンス教室,,,,,,JBDF,
osaka,ソシアルダンスつばさ,072-882-5189,大阪府寝屋川市萱島信和町21-12庄立マンション206,,社交ダンス教室,,,,,,JBDF,
tottori,ナオミ☆ダンススタジオ,080-4295-6169,〒682-0023　鳥取県倉吉市山根539-1 倉吉スポーツプラザ2F,,社交ダンス教室,,,,,,Let's dance,
fukuoka,ダンススタジオK,093-511-6608,〒802-0077　福岡県北九州市小倉北区馬借3丁目9-3塩田ビル二階,,社交ダンス教室,,,,,,Let's dance,
fukuoka,トミタボールルームダンスアカデミー,092-401-9515,〒810-0004　福岡県福岡市中央区渡辺通1-10-1四十川ビル2F,,社交ダンス教室,,,,,,Let's dance,
saitama,大宮西口駅前ショウヤマダンス教室,048-644-8200,〒330-0854　埼玉県さいたま市大宮区桜木町1-2-4金子ビル4F,,社交ダンス教室,,,,,,Let's dance,
fukuoka,社交ダンススタジオM 天神教室,092-721-4073,〒810-0001　福岡県福岡市中央区天神4丁目5-13天神豊ビル2F,,社交ダンス教室,,,,,,Let's dance,
fukuoka,アンブレラン,093-681-7727,〒805-0061　福岡県北九州市八幡東区西本町2丁目9-25-201,,社交ダンス教室,,,,,,Let's dance,
fukuoka,K'sダンススポーツ,093-434-4266,〒800-0361　福岡県京都郡苅田町神田町1-22-7JACビル2F,,社交ダンス教室,,,,,,Let's dance,
saitama,ダンススクール新狭山,04-2955-7631,〒350-1331　埼玉県狭山市新狭山2-14-2 レクセル新狭山1F,,社交ダンス教室,,,,,,Let's dance,
saitama,西所沢駅前 アサノダンススクール,04-2939-4888,〒359-1144　埼玉県所沢市西所沢1-12-4　西所沢駅前ビル4F,,社交ダンス教室/ジュニア,,,,,,Let's dance,
saitama,社交ダンススペース ACE,048-255-6669,〒332-0021　埼玉県川口市西川口1-3-11 ダイトービル3F,,ホール/練習場,,,,,,Let's dance,
fukuoka,原ダンス教室,092-526-5857,〒810-0011　福岡県福岡市中央区高砂1-11-16笠原ビル1F,,社交ダンス教室,,,,,,Let's dance,
fukuoka,イシバシケンタダンススタジオ,092-737-2083,〒810-0022　福岡県福岡市中央区薬院1-11-7Sビル2　4F,,社交ダンス教室,,,,,,Let's dance,
fukuoka,オギノケンタロウダンススタジオ,0120-352-341,〒815-0033　福岡県福岡市南区大橋1-8-21大橋西口ビル5F,,社交ダンス教室,,,,,,Let's dance,
kanagawa,ダンススタジオハーモニー,045-847-3380,〒233-0002　神奈川県横浜市港南区上大岡西2丁目1-19-4F,,社交ダンス教室,,,,,,Let's dance,
kanagawa,柳田ダンススクール湘南教室,045-781-3382,〒236-0031　神奈川県横浜市金沢区六浦5-1-3 横井ビル2F,,社交ダンス教室,,,,,,Let's dance,
kanagawa,杉山ダンススクール,045-231-5152,〒231-0066　神奈川県横浜市中区日ノ出町1-36アクロス310,,社交ダンス教室,,,,,,Let's dance,
kanagawa,(株) 渡辺ダンス企画,045-341-3767,〒232-0067　神奈川県横浜市南区弘明寺町259　GM2ビル2F,,社交ダンス教室,,,,,,Let's dance,
hokkaido,OTOI宮ヶ丘,011-612-8530,〒064-0959　北海道札幌市中央区宮ケ丘3-2-1 乙井ビル1F,,ショップ,,,,,,Let's dance,
hokkaido,ダンススタジオなおみ,011-777-0359,〒065-0017　北海道札幌市東区北十七条東15丁目4-20-2F,,社交ダンス教室,,,,,,Let's dance,
chiba,笹ダンススタジオ,047-396-0999,〒272-0138　千葉県市川市南行徳1-20-3K・S・Kビル3F,,社交ダンス教室,,,,,,Let's dance,
shizuoka,深澤ダンススタジオ,0543-67-3790,〒424-0817　静岡県静岡市清水区銀座14-12銀座中央ビル2F,,社交ダンス教室,,,,,,Let's dance,
kanagawa,藤沢ソシアルダンスカンパニー,042-774-4233,〒229-1103　神奈川県相模原市橋本3-19-20NBKビル5F,,社交ダンス教室,,,,,,Let's dance,
kanagawa,石井ダンスアカデミー,045-561-5458,〒223-0061　神奈川県横浜市港北区日吉2-2-16山新ビル2F,,社交ダンス教室,,,,,,Let's dance,
kagoshima,トータルダンス学院ハヤミダンススクール,099-812-3839,〒890-0053　鹿児島県鹿児島市中央町3-36　西駅MNビル4F,,社交ダンス教室,,,,,,Let's dance,
kanagawa,柳田ダンススクール,045-311-3445,〒221-0823　神奈川県横浜市神奈川区二ツ谷町1-1杉山ビル2F,,社交ダンス教室,,,,,,Let's dance,
kanagawa,笹生ダンススタジオ,046-264-5577,〒242-0021　神奈川県大和市中央4丁目1-23　風の木ビル6F,,社交ダンス教室,,,,,,Let's dance,
kanagawa,ゴールデンステップ,046-267-8103,〒242-0024　神奈川県大和市福田4-21-1　まいどやビル2F,,社交ダンス教室/練習場,,,,,,Let's dance,
kanagawa,日吉ダンススタジオ,045-561-5458,〒223-0061　神奈川県横浜市港北区日吉2-2-16山新ビル2F,,社交ダンス教室,,,,,,Let's dance,
kanagawa,Team Dance Creative Entertainment,045-317-5562,〒221-0825　神奈川県横浜市神奈川区反町3-19-10-202,,社交ダンス教室,,,,,,Let's dance,
tokyo,フーシーズ ダンスファション東京,03-3725-4133,〒152-0035　東京都目黒区自由が丘1丁目13-6　鳥井ビル3F,,ショップ,,,,,,Let's dance,
tokyo,(株)ネオン ダンス事業部,03-5747-0655,〒146-0085　東京都大田区久が原3-31-6　ブランハイム1F,,ショップ,,,,,,Let's dance,
tokyo,T&Sダンススクール,03-3377-1757,〒151-0061　東京都渋谷区初台1-49-1　第30田中ビル5F,,社交ダンス教室,,,,,,Let's dance,
niigata,祐木亮ダンススタジオ,025-240-6261,〒950-0087　新潟県新潟市中央区東大通1-5-26三笠ビル3F,,社交ダンス教室,,,,,,Let's dance,
niigata,ダンススタジオクニール,025-523-2113,〒943-0832　新潟県上越市本町5-3-29ディセントハウス2F,,社交ダンス教室,,,,,,Let's dance,
niigata,ヤマダダンススクール,0256-92-7118,〒959-0264　新潟県燕市吉田2756-1ヴェルディ吉田ビル2F,,社交ダンス教室,,,,,,Let's dance,
niigata,シラカワダンススクール,025-245-1087,〒950-0916　新潟県新潟市中央区米山4-21-18渡辺ビル3F,,社交ダンス教室,,,,,,Let's dance,
kanagawa,ダンス練習場 スタジオZEN,046-294-5579,〒243-0016　神奈川県厚木市田村町11-18　井上企画ビル2F,,練習場,,,,,,Let's dance,
kanagawa,セグロマコトダンスアカデミー,044-211-5966,〒210-0013　神奈川県川崎市川崎区新川通10-15新生ビル3F,,社交ダンス教室,,,,,,Let's dance,
kanagawa,小川純ダンススクール 住吉,044-434-3131,〒211-0025　神奈川県川崎市中原区木月2-6-5 片桐ビル3F,,社交ダンス教室,,,,,,Let's dance,
tokyo,堀ダンススクール,03-3729-8646,〒145-0066　東京都大田区南雪谷2-12-9第五ユタカビル2F,,社交ダンス教室,,,,,,Let's dance,
tokyo,ダンススクールヤマダ,03-3765-1717,〒143-0016　東京都大田区大森北3-13-5 第一下川ビル4F,,社交ダンス教室,,,,,,Let's dance,
tokyo,M&Iダンススクール,03-3765-2151,〒143-0016　東京都大田区大森北1-11-3サカエビル5FーB,,社交ダンス教室,,,,,,Let's dance,
kyoto,スタジオ・ワイズ,075-392-9541,〒615-8192　京都府京都市西京区川島寺田町18-3田中ビル2F,,社交ダンス教室,,,,,,Let's dance,
kyoto,エレガンスダンス総合学院,075-464-5027,〒602-8286　京都府京都市上京区玉屋町34かつらぎガスビル2F,,社交ダンス教室,,,,,,Let's dance,
kyoto,おどりや本舗,075-255-3345,〒604-8176　京都府京都市中京区龍池町448-2伊と幸ビル地下,,社交ダンス教室,,,,,,Let's dance,
kyoto,A・Yダンススクール,075-593-2272,〒607-8322　京都府京都市山科区川田清水焼団地町6-2-105,,社交ダンス教室,,,,,,Let's dance,
hokkaido,高田ダンスセンター伊達スタジオ,0142-22-0654,〒052-0021　北海道伊達市末永町43-5 NKマツウラビル2F,,社交ダンス教室,,,,,,Let's dance,
aichi,ミツイダンスクール,052-412-9600,〒453-0054　愛知県名古屋市中村区鳥居西通1-48豊国ビル3F,,社交ダンス教室,,,,,,Let's dance,
chiba,高橋道子ダンススクール,0476-24-2231,〒286-0134　千葉県成田市東和田569-Aなるげや陶器ビル3F,,社交ダンス教室,,,,,,Let's dance,
saitama,八木哲弥ダンスアカデミー,048-642-7675,〒330-0845　埼玉県さいたま市大宮区仲町2-15 矢島ビル4F,,社交ダンス教室,,,,,,Let's dance,
kanagawa,ノモトダンスワールド,0466-27-2008,〒251-0024　神奈川県藤沢市鵠沼橘1-1-6ネオヤマダビル5F,,社交ダンス教室,,,,,,Let's dance,
kanagawa,アミーソシアルダンススクール,0465-22-5841,〒250-0011　神奈川県小田原市栄町2-8-10ハクエイビル3F,,社交ダンス教室,,,,,,Let's dance,
kyoto,ダンススクールソフィア大手筋校,075-602-1088,〒612-8039　京都府京都市伏見区御香宮門前町198御香ビル3F,,社交ダンス教室,,,,,,Let's dance,
kyoto,ダンス舞クリエーション,075-315-3755,〒615-0021　京都府京都市右京区西院三蔵町35-1辻田ビル3F,,社交ダンス教室,,,,,,Let's dance,
kyoto,ナガオダンススタジオ,075-394-6268,〒615-8003　京都府京都市西京区桂上野東町88 双和ビル 3F,,社交ダンス教室,,,,,,Let's dance,
kyoto,ダンススタジオノムラ,075-411-9345,〒602-8064　京都府京都市上京区東堀町川中立売下一町目17-1,,社交ダンス教室,,,,,,Let's dance,
osaka,YMダンス教室,06-6647-6926,〒556-0011　大阪府大阪市浪速区難波中2-8-91中川ビル3F,,社交ダンス教室,,,,,,Let's dance,
osaka,Dance Freedom ダンスフリーダム,06-6192-8321,〒564-0063　大阪府吹田市江坂町1-23-34　第2梓ビル7F,,社交ダンス教室,,,,,,Let's dance,
osaka,ダンス・スクール藤谷,072-623-8951,〒567-0888　大阪府茨木市駅前1丁目2-10-10F-1002,,社交ダンス教室,,,,,,Let's dance,
tochigi,ダンススクールマツエ,028-636-0061,〒321-0945　栃木県宇都宮市宿郷2-10-16外池宿郷ビル2F,,社交ダンス教室,,,,,,Let's dance,
osaka,ダンススタジオ105,06-6881-3280,〒530-0041　大阪府大阪市北区天神橋5丁目8-1　三商ビル4F,,社交ダンス教室,,,,,,Let's dance,
kanagawa,ダンススタジオスズキ,0467-58-8035,〒253-0021　神奈川県茅ヶ崎市浜竹3‐4-38　ミネオビル3F,,社交ダンス教室,,,,,,Let's dance,
kanagawa,クドウダンススクール藤沢,0466-24-0774,〒251-0025　神奈川県藤沢市鵠沼石上1-8-1安斎第一ビル2F,,社交ダンス教室,,,,,,Let's dance,
osaka,ルーキー,072-924-3269,〒581-0802　大阪府八尾市北本町2-4-4　サンプラザビル3F,,社交ダンス教室,,,,,,Let's dance,
osaka,ダンススペースYOU&I,06-6954-6222,〒535-0031　大阪府大阪市旭区高殿7-18-6小川建設ビル2F,,社交ダンス教室,,,,,,Let's dance,
yamanashi,ナカムラスポーツダンススクール,0551-22-0352,〒407-0001　山梨県韮崎市藤井町駒井2661-1タカノビル2F,,社交ダンス教室,,,,,,Let's dance,
osaka,ラインダンススクール 京橋教室,06-6351-9460,〒534-0025　大阪府大阪市都島区片町2-5-6ハンエイビル3F,,社交ダンス教室,,,,,,Let's dance,
yamaguchi,茶茶茶ダンス教室,0837-22-2695,〒759-4101　山口県長門市東深川798-6きらきら☆星ビル2F,,社交ダンス教室,,,,,,Let's dance,
chiba,柳澤ダンススクール,043-207-2272,〒263-0043　千葉県千葉市稲毛区小仲台2-8-20和英ビル4F,,社交ダンス教室,,,,,,Let's dance,
chiba,ソシアルダンス柏,04-7162-5070,〒277-0005　千葉県柏市柏2丁目7-9　イイノガーデンビル4F,,社交ダンス教室,,,,,,Let's dance,
ibaraki,ダンススタジオセルーリア日立,0294-23-9355,〒317-0065　茨城県日立市助川町1丁目9-17 八千代ビル5F,,社交ダンス教室,,,,,,Let's dance,
hokkaido,中村春生ダンススタジオ,0166-27-1724,〒070-0035　北海道旭川市5条通7丁目右10号サクライビル3F,,社交ダンス教室,,,,,,Let's dance,
hokkaido,有限会社橋本ダンス教室,0166-22-8792,〒070-0034　北海道旭川市4条通11丁目右10号マキタビル3F,,社交ダンス教室,,,,,,Let's dance,
osaka,森ソシアルダンススクール,06-6643-2272,〒542-0072　大阪府大阪市中央区高津3-3-30 栄進ビル2F,,社交ダンス教室,,,,,,Let's dance,
kochi,ダンススタジオB・Bファンタジー,088-833-8584,〒780-8010　高知県高知市桟橋通4-12-36ウイ-ンビル2F,,社交ダンス教室,,,,,,Let's dance,
osaka,扇町ダンス教室,06-6315-9391,〒530-0052　大阪府大阪市北区南扇町7-20　宝山ビル新館1F,,社交ダンス教室,,,,,,Let's dance,
shimane,スポーツダンスBSD,0855-27-0333,〒697-0062　島根県浜田市熱田町島根県浜田市熱田町636-39,,社交ダンス教室,,,,,,Let's dance,
okayama,スタジオ”k”,086-223-6739,〒700-0811　岡山県岡山市北区番町1-14-29Arkビル1F,,社交ダンス教室,,,,,,Let's dance,
okayama,スタジオ舞,086-277-0781,〒703-8266　岡山県岡山市中区湊400ランドマーク第1ビル3F,,社交ダンス教室,,,,,,Let's dance,
kanagawa,井上ダンススタジオ,0463-22-6878,〒254-0043　神奈川県平塚市紅谷町9-11　サイプレスビル8階,,社交ダンス教室,,,,,,Let's dance,
kanagawa,ボールルームダンス松本,0463-24-0523,〒254-0811　神奈川県平塚市八重咲町6‐1平塚南口駅前ビル6F,,社交ダンス教室,,,,,,Let's dance,
kanagawa,ダンススポットK,0467-83-6222,〒253-0052　神奈川県茅ヶ崎市幸町22-23　大和第3ビル4F,,ダンスパブ,,,,,,Let's dance,
hyogo,スタジオダンスガーデンG・O,072-756-6133,〒666-0033　兵庫県川西市栄町11-3　パルティK2　209号,,社交ダンス教室,,,,,,Let's dance,
hyogo,カズモトダンスコア,06-6498-2666,〒661-0976　兵庫県尼崎市潮江2-3-25ファーストランド1F,,社交ダンス教室,,,,,,Let's dance,
aichi,月見ヶ丘ダンスアカデミー,052-752-7550,〒464-0821　愛知県名古屋市千種区末盛通1-18覚王ハイツ2F,,社交ダンス教室,,,,,,Let's dance,
aichi,ヒサイズミダンススクール,052-882-2077,〒456-0032　愛知県名古屋市熱田区三本松町10-9成萬ビル3F,,社交ダンス教室,,,,,,Let's dance,
wakayama,ダンススタジオワールド,080-3532-4832,〒640-8158　和歌山県和歌山市十二番丁60デュオ丸ノ内201号,,社交ダンス教室,,,,,,Let's dance,
hyogo,長谷川ダンススタジオ,078-392-0022,〒650-0023　兵庫県神戸市中央区栄町通2-7-4佐野達ビル2F,,社交ダンス教室,,,,,,Let's dance,
hyogo,鳥居ダンススクール塚口教室,06-6426-3711,〒661-0012　兵庫県尼崎市南塚口町1-1-18サンバースト3F,,社交ダンス教室,,,,,,Let's dance,
saitama,ダンスホール ファイブステップ,048-956-5678,〒341-0044　埼玉県三郷市戸ケ崎4-12-1　カトレアビル2F,,ダンスパブ,,,,,,Let's dance,
saitama,カラオケ&ダンス カトレア,048-956-0001,〒341-0044　埼玉県三郷市戸ケ崎4-12-1　カトレアビル2F,,ダンスパブ,,,,,,Let's dance,
kanagawa,セキネ 横浜店,045-650-4551,〒231-0014　神奈川県横浜市中区常盤町4-45　アートビル5F,,ショップ,,,,,,Let's dance,
kanagawa,峰ダンス学院淵野辺教室,042-758-3588,〒229-0006　神奈川県相模原市淵野辺4-15-5　中山ビル2F,,社交ダンス教室,,,,,,Let's dance,
fukuoka,ケンダンスファクトリー,093-964-2855,〒802-0822　福岡県北九州市小倉南区横代東町2丁目2-9-1F,,社交ダンス教室,,,,,,Let's dance,
fukuoka,ダンスアートYOU,093-961-8915,〒802-0974　福岡県北九州市小倉南区徳力7丁目1-20-202,,社交ダンス教室,,,,,,Let's dance,
saitama,コミネダンススクール 久喜教室,03-3535-0689,〒346-0003　埼玉県久喜市久喜中央1-1-15 渡辺ビル3F,,社交ダンス教室,,,,,,Let's dance,
saitama,ダンスファッション 江美香,049-224-3337,〒350-0046　埼玉県川越市菅原町4-14　エクセレンスビル1F,,ショップ,,,,,,Let's dance,
saitama,ダンス・スペースD1,04-2946-4222,〒359-0022　埼玉県所沢市本郷1092-1　ルミアンYビル2F,,社交ダンス教室/練習場,,,,,,Let's dance,
saitama,アヤベダンススクール,04-2992-5421,〒359-1131　埼玉県所沢市久米603-8 埼玉情報第一ビル4F,,社交ダンス教室,,,,,,Let's dance,
aichi,ダンスプラザ・コジマ,0586-51-5715,〒491-0113 愛知県一宮市浅井町西浅井弐軒家10-2,,社交ダンス教室,,,,,,JDC,
saitama,ヒラノ･ダンススタジオ,0480-62-6965,埼玉県加須市中央2－10－9ブックセンターやまと2F,,社交ダンス教室,,,,,,JBDF,
hokkaido,YAMADAダンスィングスクール,013-424-5829,北海道小樽市稲穂2丁目4番6号 なかよしビル小樽3F,,社交ダンス教室,,,JBDF,,,JBDF,
miyagi,ソシアルダンスカンパニーオガワ,022-725-7206,宮城県仙台市青葉区通町1丁目8-7 第三伊藤ビル1Ｆ,,社交ダンス教室,,,,,,JBDF,
hyogo,シャル ウィ ダンス トダ,078-938-1227,兵庫県明石市大久保町駅前1丁目11-8 水田ビル3F,,社交ダンス教室,,,,,,JBDF,
fukuoka,スズキダンススタジオ,093-293-4784,〒811-4307 福岡県遠賀郡遠賀町遠賀川2-1-10,,社交ダンス教室,,,,,,JDC,
aichi,ソシアル鈴木ダンススクール,090-8132-7184,〒446-0031 愛知県安城市朝日町1-1 英昌ビル2F,,社交ダンス教室,,,,,,JDC,
gunma,舞踏学院ダンスアカデミーNARA,027-212-3353,群馬県前橋市上長磯町313-1メゾン50Ｒ　103号,,社交ダンス教室,,,,,,JBDF,
chiba,ダンススタジオ夏見,047-464-5284,千葉県習志野市大久保２－１－１ セナクールビル２０２,,社交ダンス教室,,,,,,JBDF,
hokkaido,Kashiwaダンススクール,070-9120-1104,北海道札幌市西区西野一条4丁目1-58　廣島ビル2F,,社交ダンス教室,,,JBDF,,,JBDF,
saitama,ダンスサークル アレマーナ,048-255-6669,〒332-0021　埼玉県川口市西川口1-33-8　焼肉千山閣5F,,社交ダンス教室,,,,,,Let's dance,
saitama,ESPAS(エスパス),048-225-6669,〒332-0021　埼玉県川口市西川口1-33-8　千山閣ビル5F,,ホール/ダンスパブ/練習場,,,,,,Let's dance,
kyoto,ウイングダンスアカデミー,075-461-1955,〒603-8345 京都府京都市北区平野八丁柳町25-4,,社交ダンス教室,,,,,,JDC,
fukuoka,ミヤザキダンススクール,093-531-0081,〒802-0003　福岡県北九州市小倉北区米町1丁目5-15-5F,,社交ダンス教室,,,,,,Let's dance,
fukuoka,イリスダンススクール,092-215-3936,〒814-0011　福岡県福岡市早良区高取2丁目17-43-201,,社交ダンス教室,,,,,,Let's dance,
saitama,川口ダンススクール,048-223-9251,〒332-0012　埼玉県川口市本町4-3-6　本町ハイツビル2F,,社交ダンス教室,,,,,,Let's dance,
saitama,志木コジマダンススクール,048-474-5323,〒352-0001　埼玉県新座市東北2-32-19第2橋本ビル3F,,社交ダンス教室,,,,,,Let's dance,
hyogo,ソシアルダンスカトルセゾン,078-995-8261,兵庫県明石市大明石町1-6-16 SYB21-2F,,社交ダンス教室,,,,,,JBDF,
hyogo,スタジオダンスガーデンG・O,0727-56-6133,兵庫県川西市栄町11－13 パルティK2-209号,,社交ダンス教室,,,,,,JBDF,
kyoto,ECHO DANCE COMPANY,075-681-2902,〒601-8046 京都府京都市南区東九条西山町15-7,,社交ダンス教室,,,,,,JDC,
kanagawa,小浜ダンスプラザ中央林間教室,046-277-5575,〒242-0007　神奈川県大和市中央林間3‐4-11水島ビル3F,,社交ダンス教室,,,,,,Let's dance,
tokyo,社交ダンスドレスJJ+,03-6806-5870,〒116-0013　東京都荒川区西日暮里5-34-2　日金ビル3F,,ショップ,,,,,,Let's dance,
tokyo,ダンスファッション・ピア 西日暮里店,03-5604-5044,〒116-0013　東京都荒川区西日暮里5-32-6　鈴木ビル1F,,ショップ,,,,,,Let's dance,
kagoshima,松井ダンスアカデミー,0994-40-3619,〒893-0014　鹿児島県鹿屋市寿3丁目12-24　敬風ビル3階,,社交ダンス教室,,,,,,Let's dance,
hyogo,社交ダンス教室アミー,078-341-6659,〒650-0025　兵庫県神戸市中央区相生町2-2-16桜ビル2F,,社交ダンス教室,,,,,,Let's dance,
hyogo,加野ダンススタジオ,078-802-0715,〒657-0838　兵庫県神戸市灘区王子町1-2-8虹ヶ丘ビル3F,,社交ダンス教室,,,,,,Let's dance,
hyogo,ツユグチソシアルダンススクール,06-6426-3711,兵庫県尼崎市南塚口町1-1-18 サンバースト３Ｆ,,社交ダンス教室,,,,,,JBDF,
kumamoto,マエダ・ダンスアカデミー,096-385-6639,〒862-0926　熊本県熊本市保田窪3丁目16-10塚本ビル2F,,社交ダンス教室,,,,,,Let's dance,
osaka,鳥居ダンススクール,06-6147-8686,大阪府大阪市北区芝田2丁目91-17マエダビル6F,,社交ダンス教室,,,,,,JBDF,
kanagawa,ぷりーず地球堂併設ホール(メルシーボーク),046-828-4100,〒238-0008　神奈川県横須賀市大滝町2-24　地球堂ビル3F,,練習場,,,,,,Let's dance,
kanagawa,トガシ・ダンススタジオ,0467-57-4390,〒253-0043　神奈川県茅ヶ崎市元町6-13ル・ミストラル1F,,社交ダンス教室,,,,,,Let's dance,
tokyo,下丸子ダンススクール,03-3756-9960,〒146-0092　東京都大田区下丸子3-8-10　 三幸ビル2階,,社交ダンス教室,,,,,,Let's dance,
niigata,ダンススタジオ ＆ Gleed,025-274-7818,新潟県新潟市東区中山6-19-5ウェル新潟ビル2階,,社交ダンス教室,,,,,,JBDF,
tokyo,木下ダンスワールド,0422-39-3770,〒180-0023　東京都武蔵野市境南町2丁目7-20-2-203,,社交ダンス教室,,,,,,Let's dance,
tokyo,大塚駅前 アサノダンススクール,03-3986-5990,〒170-0005　東京都豊島区南大塚3-55-3光伸遠藤ビル5F,,社交ダンス教室,,,,,,Let's dance,
aichi,アイチダンススクールユニオン,052-745-2345,〒464-0858　愛知県名古屋市千種区千種1丁目30-2-201,,社交ダンス教室,,,,,,Let's dance,
hiroshima,桜本ソシアルダンスアカデミー紙屋町教室,082-247-5600,〒730-0051　広島県広島市中区大手町1-5-2マリーベル6F,,社交ダンス教室,,,,,,Let's dance,
osaka,かがやダンススクール,06-6685-5451,大阪府大阪市住之江区東加賀屋1-3-41-1308,,社交ダンス教室,,,,,,JBDF,
aichi,マエヤマダンススクール 南教室,052-811-0210,〒457-0012　愛知県名古屋市南区菊住2-18-7新郊ビル2F,,社交ダンス教室,,,,,,Let's dance,
